_inputshopbuymultiple;COMPRAR
reward_tree_elf_2_story_pt3;Como es obvio, no seguía los dictados de su corazón ni actuaba por un impulso. Todo era política. Ya que la reina de Dol Blathanna quería que se uniera a la Logia, Ida lo hizo. De lo contrario, no se habría inmiscuido en los asuntos de los humanos. Al fin y al cabo, la historia demuestra que eso solo trae problemas.
reward_tree_elf_2_story_pt4;Más tarde, tras la caída de la Logia, cuando Triss Merigold le pidió ayuda en la lucha contra la Cacería Salvaje, Ida se negó en redondo. Sin dudas, sin reproches. Podía actuar como aliada llegado el caso, pero no estaba dispuesta a morir por nadie.\nNi en un millón de años.
reward_tree_elf_2_title;Ida Emean aep Sivney
reward_tree_elf_avatar_chest_1;Aunque han pasado más de doscientos años desde la rebelión de Aelirenn, su recuerdo aún perdura. En el palacio de Shaerrawedd, situado en las tierras agrestes de Kaedwen, los guerreros Scoia'tael siguen cuidando del querido jardín de Aelirenn, sobre todo de sus apreciadas rosas blancas. En ocasiones, viajeros humanos se topan sin darse cuenta con los terrenos sagrados. Hechizados por la belleza de esta reliquia del pasado cubierta de hiedra, algunos se llevan una rosa, ajenos al valioso significado de la flor...
reward_tree_elf_avatar_chest_2;Debido a su menuda y frágil complexión, Aelirenn nunca tuvo reputación de guerrera legendaria. En cambio, es recordada por su habilidad para la oratoria, para inspirar frente al sentido común y el buen juicio. Cuando hizo el llamamiento a la guerra, la resistencia de los ancianos resultó inútil para detenerla. El último rey élfico y sus consejeros sabían demasiado bien que una derrota en el campo de batalla auguraba la destrucción final de su raza. Con lágrimas en los ojos, vieron desde las ventanas de palacio cómo la última línea de defensa del reino élfico partía a la guerra con todo en contra.
reward_tree_elf_avatar_chest_3;El estandarte de Aelirenn no mostraba un escudo de armas ni el sello del reino élfico. Solo usaba un simple círculo para representar el mundo y el alcance de sus ambiciones. Las otras razas antiguas —enanos, medianos y gnomos— miraban con recelo el pendón. No sabían el destino que les esperaba en caso de que la Rosa Blanca de Shaerrawedd lograra la victoria... Los humanos, por su parte, tan solo se reían del estandarte de Aelirenn. ¿Por qué? Porque cualquier idiota con medio cerebro sabe que el mundo es plano...
reward_tree_elf_avatar_story_pt1;A día de hoy, es de conocimiento general que la desaparición del reino élfico era inevitable. Pero ¿quién podía saberlo a ciencia cierta? De no ser por la intervención de Aelirenn, la historia podría haber seguido un rumbo totalmente diferente.
reward_tree_elf_avatar_story_pt2;Humanos y elfos habían firmado un acuerdo de paz hacía aproximadamente doscientos años. A consecuencia del tratado, el reino de los elfos, que en su día se extendía desde el Gran Mar hasta las Montañas Azules, se redujo a una mera franja de tierra. Sin embargo..., persistió.
reward_tree_elf_avatar_story_pt3;Entonces, emergió Aelirenn. «No más treguas, no más elfos doblando la rodilla», declararía. «Esto es territorio élfico. ¡Recuperaremos lo que nos robaron! ¡Arrojaremos a los simios al mar!».
reward_tree_elf_avatar_story_pt4;Los ancianos habían advertido que el plan de Aelirenn era poco menos que un suicidio. A pesar de sus protestas, los animosos jóvenes del reino no hicieron caso del consejo de los ancianos y en su lugar siguieron la fogosa retórica de Aelirenn. Tal y como prometió, sus guerreros hallaron honor. Honor... y muerte.
reward_tree_elf_avatar_title;Aelirenn
reward_tree_elf_border_chest_1;Los elfos gozan de unas aptitudes únicas para la magia. De hecho, fueron los Aen Seidhe quienes crearon los primeros hechizos y ayudaron a los humanos a dominarlos, un gesto de buena voluntad en aras de una coexistencia pacífica. Los magos élficos de mayor renombre son conocidos como los Aen Saevherne, o de modo más sencillo: «sabios». El mundo alberga pocos secretos para estos elfos, pues, además de en la magia, están versados en campos como la alquimia, la astronomía y la astrología... Incluso en la genética.
reward_tree_elf_border_chest_2;Muchos norteños creen que las raíces del pueblo nilfgaardiano se remontan a una antigua tribu élfica denominada en ocasiones los Seidhe Oscuros. Esto explicaría muchas cosas. Al fin y al cabo, su lengua deriva del idioma antiguo, el imperio está mucho más desarrollado que el norte y tratan a los no humanos con mucha menos hostilidad... Sin embargo, la verdad más allá de estas características es algo diferente. Mientras que los sureños tan solo decidieron adoptaron algunos de los mejores rasgos de los elfos, las gentes del norte optaron por acabar con ellos.
reward_tree_elf_border_chest_3;Aunque los elfos se apresuran en hacerse las víctimas de la expansión humana, sus propias conciencias no están muy limpias. Por las laderas de las Montañas Azules y la ribera del Loc Muinne hay dispersas ruinas de antiguas ciudades vran. Bajo ellas, existen cuevas aún repletas de huesos de esta raza de reptiles inteligentes que habitaba allí antes de la llegada de los Aen Seidhe. Un examen más minucioso de sus restos sugiere que los vran no fueron exterminados por causas naturales.
reward_tree_elf_border_story_pt1;Los Aen Seidhe, el pueblo de las colinas. A día de hoy, aún son visibles los restos de su grandeza. Ruinas de palacios permanecen ocultas entre densos bosques, torres misteriosas se alzan sobre las cumbres de picos montañosos, estatuas esculpidas en mármol blanco como la nieve recién caída. Pero el número de elfos continúa mermando.
reward_tree_elf_border_story_pt2;Su declive radica en el hecho de que, pese a que los Aen Seidhe superan a los humanos en longevidad, aptitudes mágicas y conocimiento del mundo natural, están en desventaja en un importante aspecto: la fertilidad.
reward_tree_elf_border_story_pt3;Aunque los elfos pueden vivir siglos, solo pueden concebir hijos durante sus años de juventud. Con todo y con eso, solo una de cada dos o tres parejas da a luz a un hijo con éxito. Los humanos, por su parte..., en fin, parece que dominan el proceso a la perfección.
reward_tree_elf_border_story_pt4;Por consiguiente, aunque los elfos al principio derrotaban a los humanos una y otra vez, pronto se dieron cuenta de que la victoria definitiva resultaría imposible. Pues cada vez que mataban a un humano, había otros cinco esperando para ocupar su puesto.
reward_tree_elf_border_title;Temporada de los elfos
reward_tree_eltibald_story_chest_1;«Llegará el día en que el sol negro se alzará y las tinieblas cubrirán la tierra. Y ella que fue, y no es, llegará del este a lomos de una bestia escarlata, y sesenta mujeres con coronas doradas la precederán, y llenarán de sangre los valles de los ríos. Su crueldad no tendrá medida, y su maldad no tendrá rival. Y los gritos y los lamentos de los moribundos recorrerán el mundo entero hasta que llegue la hora más oscura, la hora de la destrucción de todo lo que vive, piensa y siente. Y después llegará un nuevo amanecer, rojo como la sangre de un animal e igual de cálido, y en un silencio mortal, la que surgió del abismo ascenderá al trono, y en su frente está escrito un nombre de ramera: Lilit». - Maese Eltibaldo, Profecía del sol negro
reward_tree_eltibald_story_pt_1;Eltibaldo se tocó las sienes con las puntas de los dedos y cerró los ojos. Notaba la palpitación rítmica de la sangre bajo su fina piel, que estaba seca como el pergamino. El interrogatorio fue inesperadamente largo y no dio resultado alguno, y los lloros lastimeros de la princesa Bernika le dieron dolor de cabeza. Los leños del hogar llevaban mucho tiempo reducidos a cenizas, lo que causaba un frío helador en la cámara más alta de la torre. Se había ordenado a los sirvientes que no se acercaran, pero, a fin de cuentas, Eltibaldo era un hechicero. Con un simple gesto de su mano, el fuego volvería a arder. Pero Eltibaldo también estaba muy muy cansado. Peor aún, empezaba a tener dudas.
reward_tree_eltibald_story_pt_2;La princesa Bernika, como todas las muchachas seleccionadas para la investigación, había nacido poco después del eclipse solar. Era una mocosa rolliza, lenta y malcriada que no se conformaba con ninguna cantidad de abrigos de satén, pastelitos de crema o ponis pintos. Sus nobles padres tenían dos hijas más, así que fue un alivio para ellos saber de la maldición del sol negro, que supuestamente afectaba a su primogénita, y estuvieron encantados de dejar a Bernika en manos de Eltibaldo. En particular, la muchacha se había superado recientemente: la profesora de bordado había llegado a quejarse de que la princesa, tras reñirla por su falta de entusiasmo, le había clavado una aguja debajo de una uña. Según el Consejo de Hechiceros, dicho comportamiento era una prueba inevitable de la mutación y exigía una intervención final en pro del mal menor. Según Eltibaldo, bastaría con azotarle el trasero a la muchacha con una vara mojada para ver si se hinchaba igual por todas partes.
reward_tree_eltibald_story_pt_3;¿Cuántos meses lleva llamando a las puertas de todos los castillos, palacios y mansiones? ¿A cuántas muchachas ha obligado a confesar sus patéticas ofensas entre gritos y lágrimas? ¿Y cuántas han resultado ser verdaderamente valiosas desde un punto de vista científico? El Consejo de Hechiceros hizo caso omiso de las peticiones de Eltibaldo, que quería volver a sus libros para seguir indagando sobre las leyendas de los bobolakos, gracias a las cuales, según él, podría averiguar más detalles acerca de la maldición del sol negro, o al menos más que con las sucesivas disecciones y vivisecciones más o menos fructíferas de mujeres nobles supuestamente afectadas. Aunque se estremecía al pensar en abandonar su compromiso, empezaba a comprender que estaba perdiendo el tiempo.
reward_tree_eltibald_story_pt_4;Eltibaldo abrió los ojos de mala gana y miró por la ventana el paisaje talgariano cubierto de nieve. Las vistas desde la torre no se veían perturbadas por una sola columna de humo del asentamiento humano. Ni un cadalso. Ni un condenado poste indicador. El hechicero desvió su mirada cansada hacia el rostro retorcido de Bernika. No veía en ella miedo ni odio, solo la resistencia irreflexiva de un animal al que conducen al matadero. Si hubiera percibido al menos una chispa de astucia en los ojos bovinos de la princesa, habría vacilado. Eltibaldo se levantó de su asiento, salió de la cámara y cerró la puerta con llave. Lentamente, bajó las escaleras para salir de la prisión, con la llave de hierro agarrada en el puño cerrado. Cuando salió, abrió la mano. La tenía vacía.
reward_tree_eltibald_title;Eltibaldo
reward_tree_emhyr_chest_1;Emhyr var Emreis estaba dispuesto a hacer cualquier cosa por el poder. Desencadenar una guerra. Matar a su esposa. Herir a su hija. Todo sin alzar la voz, sin derramar una lágrima. Su mirada fría nunca dejó escapar un atisbo de emoción. Dicen que hasta los gólems del ejército imperial tienen más corazón que él...
reward_tree_emhyr_chest_2;Según los biógrafos reales, Emhyr, en realidad, había sido un muchacho brillante y alegre, el ojito derecho de su padre. Pero entonces, un golpe de estado se apoderó de la corte imperial. Los conspiradores trataron de coaccionar a Fergus var Emreis para que cooperara torturando a su hijo delante de él. El Usurpador, al no conseguir nada, empleó la ayuda de un mago, Braathens, que transformó a Emhyr en una bestia monstruosa con aspecto de erizo. Los urdidores, vista la firmeza e impavidez de Fergus ante la horrenda maldición de su hijo, no tuvieron más remedio que asesinarlo.
reward_tree_emhyr_chest_3;Emhyr planeó su venganza durante muchos años. Al principio, abrumado por el dolor y la furia, se dejaba la garganta aullando, se arrancaba el pelo de la cabeza y desgarraba su propia piel hasta bañarse en sangre. Pero con el tiempo su temperamento se serenó y comenzó a analizar y calcular. Al recuperar el trono imperial, Emhyr condenó a muerte a los asesinos de su padre. Observó las ejecuciones de principio a fin, se levantó sin pronunciar palabra y volvió al trabajo.
reward_tree_emhyr_story_pt1;Emhyr var Emreis, la Llama Blanca que Baila sobre los Túmulos de sus Enemigos. Ningún otro nombre suscita tanto miedo en los corazones de los norteños. Bajo su mandato, las fuerzas nilfgaardianas cruzaron el Yaruga hacia el norte por primera vez... Y la segunda... Ah, y la tercera...
reward_tree_emhyr_story_pt2;¿Qué motivaciones tenía Emhyr var Emreis? Los historiadores lo han debatido hasta la saciedad. Algunos argumentan que se plegó a la voluntad de mercaderes y comerciantes. Otros, que buscaba nuevas tierras fértiles para fundar asentamientos nilfgaardianos. Pero ¿cuál es la verdad?
reward_tree_emhyr_story_pt3;Emhyr era un hombre con una ambición sin igual, cuyos planes contemplaban un futuro a largo plazo. En síntesis, el trono de Nilfgaard nunca fue suficiente para él... Quería dominar el mundo.
reward_tree_emhyr_story_pt4;Para llevar a cabo sus ambiciones, solicitó la ayuda de su hija Cirilla, hija de la vieja sangre. Emhyr estaba a punto de consumar su plan..., hasta que su conciencia lo detuvo por primera y última vez.
reward_tree_emhyr_title;Emhyr var Emreis
reward_tree_ep2_main_title;Sindicato
reward_tree_ep5_eithne_story_pt_1;Como bien es sabido, Eithné, la de ojos plateados, gobernó a las dríades de Brokilon. Desde su santuario oculto de Duén Canell, cuidaba y protegía lo que era más importante: el bosque y a quienes vivían en él. Sin ninguna concesión, podría parecer. Pero en una época olvidada hace tiempo, Eithné parlamentó con enviados humanos, escuchó lo que tenían que decir reyes lejanos y, cuando fue necesario, llegó a acuerdos con ellos para garantizar la paz.
reward_tree_ep5_eithne_story_pt_2;Con el tiempo, los humanos se volvieron más audaces y su demanda de madera y su hambre de tesoros los llevaron a adentrarse más en Brokilon y entrar en conflicto directo con las dríades. Esto condujo a una guerra entre las dos razas; una guerra que se cobraría como víctima a Morénn, la hija de Eithné, quien fue asesinada y mutilada por soldados de Kerack durante la Batalla del Cintillas. Desde entonces, cualquier posibilidad de llegar a un acuerdo se desvaneció, y Eithné se aseguró de que, a partir de ese momento, cualquier intruso humano sería recibido con una flecha en la cabeza.
reward_tree_ep5_eithne_title;Ira de Brokilon
reward_tree_ep5_eredin_story_pt1;Antes de que Eredin persiguiera a Cirilla hasta su dimensión, sirvió al rey Auberon Muircetach como comandante de la caballería en Tir ná Lia. Para su gobernante, con los jinetes rojos a su lado, dio caza sistemáticamente a la raza que habitaba en un principio el mundo de los Aen Elle: los unicornios. Ellos fueron quienes le dieron su apodo: Gavilán, pues fue su más odiado enemigo y un excelente cazador. Tanto su aspecto como su comportamiento recordaban a la oscura ave de presa.\nAdemás, cuando Ciri llegó al mundo de los Aen Elle, quedó patente que Eredin poseía lo que a Auberon Muircetach siempre le había faltado: fuerza y determinación para actuar. De este modo, no pasó mucho tiempo hasta que decidió envenenar al viejo rey por el bien de su propio pueblo.
reward_tree_ep5_eredin_story_pt2;Hace mucho tiempo, cuando la reina del invierno seguía con vida y el rey Auberon Muircetach acababa de crear los jinetes rojos, Eredin tenía el dominio de Ard Gaeth, las Puertas de los Mundos. Gracias a ello, podía viajar con libertad a otras dimensiones y, cada vez que lo hacía, invadía con crueldad el mundo elegido. Durante estas incursiones, su objetivo principal era encontrar y llevarse la cantidad suficiente de esclavos, preferiblemente humanos, para que sirvieran a los Aen Elle en su mundo o usarlos como fuente de poder.\nCon el tiempo, estos acontecimientos se habían convertido en una funesta leyenda. La leyenda de la reina del invierno y su cacería salvaje, quienes durante la ventisca surcaban los cielos para capturar a gente y cincelar sus corazones.\nPor este motivo, Eredin y sus elfos llevaban armaduras de esqueleto y cascos en forma de cráneo.\nPara alimentar esa creencia.
reward_tree_ep5_eredin_title;Gavilán
reward_tree_ep5_harald_story_pt_1;Lo que al joven Harald le faltaba de fuerza y destreza, lo compensaba más que de sobra con una terca determinación. No era de los que rehusaban la confrontación, a pesar de tener pocas opciones, lo que a menudo lo condujo a peleas imposibles de ganar. Los miembros de su clan bromeaban con que Harald no conocía la diferencia entre valentía y estupidez, y él demostraba una y otra vez lo acertado de esta afirmación. Sobre todo, aquella vez en que se enfrentó él solo a un oso adulto. Milagrosamente, Harald sobrevivió al encuentro, pero el gigantesco oso le dejó la pierna maltrecha de forma permanente. A partir de ese día, el dolor se convirtió tanto en su pesadilla como en el pilar que sostendría su legado.
reward_tree_ep5_harald_story_pt_2;Después de que el hueso de la pierna se regenerara encorvado, Harald —conocido desde entonces como «el Lisiado»— sufrió una constante agonía. Siempre dispuesto a infligir el mismo sufrimiento que soportaba, el nombre de Harald se convirtió en sinónimo de dolor. Pronto, los isleños aprendieron que luchar contra el Lisiado los llevaría de forma inevitable a un final brutal para ellos y sus familias, y prefirieron rendir sus armas antes que enfrentarse a su ira.\n\nLos desmanes de Harald llegaron a su fin cuando se declaró rey de las islas, habiendo por fin saciado su sed de guerra. Esto, desde luego, se produjo porque no quedaba nadie que osara interponerse en su camino.
reward_tree_ep5_harald_title;El Lisiado
reward_tree_ep5_jacques_story_pt_1;Las semillas de la duda, sembradas en las mentes de los jóvenes, suelen arraigar con fuerza, dando forma para siempre —o, en este caso, distorsionando— la visión del mundo de un niño. Una vida llena de prejuicios y un retorcido sentido de la justicia pueden nacer de los momentos más intrascendentes. Lo que empieza como un suave aleteo se convierte en un tifón embravecido. En el caso de Jacques de Aldersberg, la generosidad de un amable desconocido, junto con unas palabras de «sabiduría», lo llevó a su juego favorito de la infancia —«matar al elfo»— y a todos los horrores que siguieron.
reward_tree_ep5_jacques_story_pt_2;Quizás la corrupción de Jacques no hubiera tenido consecuencias, de no ser porque canalizaba una poderosa fuente de energía que le producía terribles visiones del futuro desde temprana edad, repletas de premoniciones que auguraban la caída de la humanidad. Contempló la muerte gélida que aguardaba y, creyéndose el único capaz de alterar el curso de la historia, se obsesionó con impedir ese desenlace a toda costa.\n\nTras alzarse al ilustre rango de gran maestre, e impulsado por su autoproclamada autoridad y odio hacia los no humanos, Jacques estableció la Orden de la Rosa Llameante y adoptó los dogmas del Fuego Eterno, lo que desembocó en una terrible guerra racial. Todo por perseguir su sórdida visión de un mundo «mejor».
reward_tree_ep5_jacques_title;Gran maestre de la Rosa Llameante
reward_tree_ep5_main_story_chest;Los juramentos humanos, las predicciones idealistas y toda esa basura relativa al destino divertían y fascinaban de forma genuina a Gaunter O'Dim. Oh, sobre todo su Ley de la Sorpresa: «Me darás lo que ya tienes pero no esperas». ¿Y se atreven a tildar sus ofertas de poco claras o injustas? ¡Es desternillante!\nAl fin y al cabo, él solo abre los ojos a aquellos que quieren ver por sí mismos. Revela la insensatez del mundo que los rodea y les muestra las oportunidades que hay en él. Se mueve por los senderos de lo que podría suceder. Sin embargo, corresponde a los humanos decidir el camino a seguir. ¿Romperá esta hermosa mujer la palabra que le dio a su difunto marido o mantendrá su juramento? ¿El guerrero mentirá, engañará y matará a sus hermanos? ¿Salvará el viejo héroe una vida dejando que mueran millares a cambio? ¿Y matará el joven ingenuo a miles de personas para salvar, presuntamente, el mundo?\nEs decisión suya exclusivamente.\n\nLas tradiciones humanas son casi tan entretenidas para O'Dim como jugar con su destino. A veces, incluso comprueba por sí mismo si siguen las antiguas costumbres. Deambula por este mundo, observando cómo los campesinos queman bandas por los muertos o las mujeres atan lazos rojos en las cunas para ahuyentar a las apariciones. Como mendigo anciano, pide comida, y cuando llega la noche de Saovine, espera a que la gente se esconda en sus cabañas de los que han dejado este mundo. En alguna ocasión, aquellos que no han conseguido ocultarse o están demasiado beodos para hacerlo, tienen la oportunidad de encontrarse con él en lugar de con los temibles muertos. Y si no logran cumplir alguna de sus humildes peticiones, y no muestran respeto por las antiguas tradiciones, conocen su verdadero rostro.\n\nTanto monstruos como no humanos parecen resistirse a la influencia del Señor Espejo, o al menos sucumben a él con menor frecuencia que los humanos. Es difícil decir a qué se debe, pues pueden llegar a ser igual de avariciosos, envidiosos y estúpidos que cualquier hombre. ¿De veras no tiene O'Dim ningún efecto sobre sus almas? Bueno, es posible. Sin embargo, parece demasiado sencillo como para ser toda la verdad. Si observamos con atención, podría decirse que O'Dim interfiere en los asuntos de los monstruos y los no humanos, pero no de forma directa. Por ejemplo, basta con una sutil ayuda para que el príncipe adecuado acceda al trono y avive las llamas del odio y, como consecuencia, convierta las vidas de miles de dríades en un infierno.\n¿No creéis?
reward_tree_ep5_main_story_pt1;Para muchos, Gaunter O'Dim es un misterio. En realidad, para cualquiera que haya tenido la desgracia de conocerlo. Por lo general, el Señor Espejo no explica su procedencia a nadie, a menos que quiera que su interlocutor tenga una vida corta y dolorosa.
reward_tree_ep5_main_story_pt2;Pues los pocos que consiguieron averiguar el verdadero nombre del Señor Espejo hace tiempo que murieron, o les sucedió algo mucho peor. Un rápido vistazo a su pasado provoca la ceguera en los curiosos, e incluso un breve encuentro entre una multitud cambia el destino de un hombre para siempre.
reward_tree_ep5_main_story_pt3;De acuerdo con los libros que se encuentran en las bibliotecas de Oxenfurt, el Señor Espejo es la personificación del mal puro, y ha aparecido durante miles de años en diferentes culturas, bajo distintos nombres. El propio Gaunter considera esta descripción poco rigurosa y bastante ignorante. Él solo da a la gente lo que quiere; no tiene la culpa de que deseen cosas malvadas y perversas.
reward_tree_ep5_main_story_pt4;Sin embargo, hay algo que no se puede negar: Gaunter O'Dim es una criatura milenaria. Se le puede encontrar en los márgenes de las páginas de la historia a lo largo de multitud de acontecimientos fundamentales del continente. Por otra parte, es difícil describir sus actos como pura maldad. Gaunter tan solo revela secretos de forma selectiva, no miente nunca. Le regaló un juguete a un niño para que diera forma a sus sueños o simplemente ayudó a un hombre a encontrar su camino. Y se quedó allí, escondido entre las sombras, para observar lo que sucedería a continuación. Solo por pura diversión.\nAunque a menudo la gente le culpa de... De todo, en realidad.\nEs asombroso lo desesperados que están por creer que los dioses y otros seres superiores controlan sus vidas.
reward_tree_ep5_main_title;Señor Espejo
reward_tree_ep5_usurper_story_pt_1;El joven Usurpador era un patriota convencido y para él era un honor servir a su imperio, a pesar del desprecio que sentía por los que estaban al mando. Siempre dudó de las capacidades del emperador Fergus var Emreis, y opinaba que el débil gobernante conducía a Nilfgaard a una ruina inexorable. Para su desgracia, el Usurpador no tenía mayores aspiraciones que luchar junto a sus hombres para que su imperio medrara, y estaba satisfecho con su posición. Hasta que, claro está, un soldado —al que ni siquiera conocía— alimentó el resentimiento del Usurpador hacia el emperador y lo alentó para que pasara a la acción antes de que fuera demasiado tarde.
reward_tree_ep5_usurper_story_pt_2;El Usurpador, impulsado por su patriotismo y su recién descubierta ambición, ascendió en el escalafón a una velocidad sorprendente. A pesar de las trabas que le pusieron mediante un constante aluvión de órdenes sin sentido, fue capaz de hacer uso de su mente de estratega para asegurar muchas victorias decisivas para el imperio. Pronto alcanzó el rango de general y se encontró trabajando bajo las órdenes directas del emperador.\n\nLa cercanía a Fergus, no obstante, solo sirvió para avivar las llamas de su desprecio. El Usurpador ahora veía con claridad la profunda debilidad y apatía del emperador.\n\nDe modo que decidió tomar cartas en el asunto.
reward_tree_ep5_usurper_title;Emperador de Nilfgaard
reward_tree_ep5_viraxas_story_pt_1;Viraxas, hijo primogénito del rey Belohun de Kerack, poseía un espíritu fuerte y un temperamento resuelto. Era un hombre de acción que no desperdiciaba un solo momento en su búsqueda de mejoría, sobre todo cuando se trataba de la destreza con la espada. Paradójicamente, ese poderío del joven príncipe lo condujo a su destierro. Su viejo y frágil padre no soportaba ver a su vigoroso hijo, pues suponía un recordatorio constante de la juventud y la fuerza que el rey había perdido tiempo atrás. La envidia pronto se tornó en desprecio, después en odio y, finalmente, en una disputa que desembocó en el exilio.
reward_tree_ep5_viraxas_story_pt_2;Durante sus aventuras como mercenario, el exiliado Viraxas perfeccionó su pericia desarrollando técnicas de combate exóticas y poco convencionales. Su amplia experiencia derivó en un gran carisma, y poco después encontró a su verdadero amor, Ildiko. Sin embargo, Viraxas quería dejar la vida de vagabundo, sobre todo ahora que estaba enamorado. Quería regresar a su hogar y reclamar su lugar legítimo en el trono de Kerack. Pero, ante todo, quería hacer pagar a su padre por sus pasadas injusticias.\n\nUn malévolo plan se desarrolló en su cabeza y, en un aparente golpe de suerte, su amada Ildiko obtuvo un amuleto encantado que —literalmente— quitaba el aliento.
reward_tree_ep5_viraxas_title;Rey de Kerack
reward_tree_ep6_main_story_pt1;Circularon muchas historias, rumores y mitos sobre Alzur, tanto gloriosos y heroicos como poco halagadores y difamatorios. Las habladurías más despreciables solían ensombrecer los auténticos relatos de sus hazañas.
reward_tree_ep6_main_story_pt2;¿Caballero o proscrito? ¿Charlatán o genio? ¿Bestia o héroe? En fin, resulta bastante complicado destacar un solo adjetivo, sobre todo cuando se trata de magos que sobreviven al orden natural.
reward_tree_ep6_main_story_pt3;La verdad, como suele suceder, se halla en un término medio. Alzur fue una figura ambigua. De hecho, ni maliciosa ni benevolente, pues realizó tanto grandes hazañas como actos viles. Igual de altruista que mezquino.
reward_tree_ep6_main_story_pt4;Tal vez la naturaleza en conflicto de Alzur se debiera al hecho de que sus actos los dictaban en gran parte... sus recuerdos. Los recuerdos de alguien que fue totalmente diferente a él. Una mujer que creía en la bondad y el sacrificio, lo que acabó por costarle la vida.
reward_tree_ep6_main_title;Way of the Witcher
reward_tree_ep6_milfgaard_story_chest;La escuela de brujos de la Víbora tenía su sede en la fortaleza de Gorthur Gvaed. La vigilaba una imponente torre adornada por una espiral aterradora y amenazante que se enroscaba a lo largo de su contorno. Aunque tampoco le iba a la zaga el terrorífico foso que la rodeaba, de varias varas de profundidad y verdaderamente... sobrecogedor. Nadie podría asegurar si su contenido se podía seguir llamando agua. La pestilencia que desprendía el foso era, por decirlo con finura, difícil de olvidar. Los brujos de la Víbora que sobrevivieron a la caída de la fortaleza bromeaban más adelante con que el ejército del Usurpador encontró Gorthur Gvaed gracias al hedor.\nInnumerables soldados perecieron en esa cloaca. Según las leyendas, murieron tantos que se podría haber cruzado al otro extremo formando un puente con los cadáveres. Y la peste se hizo aún más insoportable.
reward_tree_ep6_milfgaard_story_pt1;Ivar fundó la escuela de la Víbora con un propósito en mente, lejos de los rumores que apuntaban a que ofrecía servicios menos respetables como la sola razón de su existencia. El gran maestro comprendió que no sería capaz de alcanzar su verdadero objetivo solo: encontrar y derrotar a la cacería salvaje.
reward_tree_ep6_milfgaard_story_pt2;Ivar fue de los pocos desafortunados que soportaron las mutaciones extremadamente bien, y por ello se le seleccionó para llevar a cabo experimentos adicionales más complejos. De los que se sometieron a tales mejoras, solo él sobrevivió, tal vez debido a que los magos solo pudieron completar la prueba de forma parcial.
reward_tree_ep6_milfgaard_story_pt3;A consecuencia de estos experimentos, Ivar se ganó su apodo, así como un nuevo sentido de la vista. Su denominado «ojo malvado» veía un mundo diferente. Muchos otros, en realidad. Con su ojo, observaba a los jinetes fantasmales correr hacia la Espiral, y cómo secuestraban, mataban y conquistaban. Estos espectros, que siempre se aparecían ante la visión especial de Ivar, se convirtieron en su obsesión.
reward_tree_ep6_milfgaard_story_pt4;Por desgracia, pese a que logró conocer a su enemigo a la perfección, nunca pudo acercarse lo suficiente como para hacer algo al respecto. Aunque podía vislumbrar sus desmanes desde lejos, carecía de su movilidad y siempre acababa persiguiendo sombras.\nCuando la cacería salvaje por fin fue derrotada, hacía tiempo que Ivar había muerto.
reward_tree_ep6_milfgaard_title;Ivar Ojo Malvado
reward_tree_ep6_monsters_story_chest;Dol Dhu Lokke fue en su día un hermoso y floreciente valle con un nombre ligeramente distinto y mucho más fácil de pronunciar. Todo cambió con la Conjunción de las Esferas. La tierra se abrió y aparecieron sobre la superficie criaturas aterradoras, que trajeron la muerte a todo lo que tenía belleza en el valle.\nDurante los años siguientes, nadie se atrevió a ir a Dol Dhu Lokke, excepto los brujos. Los había de dos tipos: los que pensaban que se harían famosos por purgar al fin el lugar de monstruos, y los que buscaban una muerte gloriosa. Solo estos últimos alcanzaban su objetivo.\nAl final, lo que los brujos no pudieron lograr, lo consiguió el hambre. Puesto que los depredadores superaban en número a las presas, la comida escaseaba. Por lo tanto, los monstruos empezaron a luchar entre sí.\nHasta que acabaron los unos con los otros... o se murieron de hambre.
reward_tree_ep6_monsters_story_pt1;El viy fue un monstruo nacido de la combinación de la magia y la mala suerte. Lo creó el mismísimo Alzur en Maribor mediante su célebre Doble cruz. Pero el hechizo no resultó un éxito. Surgió una criatura con un cuerpo serpentino y un millón de patas, que enloqueció y comenzó a destruir todo lo que encontraba a su paso en la ciudad.
reward_tree_ep6_monsters_story_pt2;Para cuando el viy se fue de Maribor, había convertido en ruinas la mitad de los edificios. Poco después, el monstruo —atiborrado de carne humana— se ocultó en los bosques de Tras Ríos y cayó en un profundo sueño. Es posible que no hubiera despertado nunca, de no ser por los actos del Consejo de Magos.
reward_tree_ep6_monsters_story_pt3;Los hechiceros querían estudiar la última creación conocida de Alzur. Sin embargo, la sola visión del monstruo los dejó estupefactos de terror. Los magos eran conocedores de la destrucción que había provocado en Maribor, pero no se esperaban una criatura de un tamaño tan descomunal. Ni tampoco pretendían despertarla. Los hechizos que emplearon estaban destinados a inmovilizar al viy, pero, una vez más, la criatura demostró que resistía bastante bien la magia.
reward_tree_ep6_monsters_story_pt4;Después de que el último enviado del Consejo se despidiera de su vida, el viy, supuestamente, despareció sin dejar rastro. Pero hay quien dice que una enorme sombra salió de los bosques de la margen izquierda y se dirigió al sur.\nHacia Dol Dhu Lokke, para ser precisos.
reward_tree_ep6_monsters_title;Viy
