_inputshopbuymultiple;COMPRAR
reward_tree_northern_story_pt4;¿Acaso la participación de los magos resultó ser el factor decisivo en la victoria del norte? ¿O fue la genialidad táctica de los generales? ¿Quizás las contribuciones de los brillantes inventores de Oxenfurt? Los debates en el tema se extienden hasta el día de hoy. Parece que ni siquiera una victoria unida puede evitar que los norteños quieran matarse los unos a los otros.
reward_tree_northern_title;Reinos del Norte
reward_tree_northernftux_title;Reinos del Norte
reward_tree_novigrad_chest_1;Novigrado no es solo la ciudad portuaria más importante del continente, también sirve como la sede de la Iglesia del Fuego Eterno. Es aquí donde reside la jerarquía del culto, es aquí donde arde la Llama sagrada... Es aquí donde los magos, herboristas, alquimistas y no humanos son quemados vivos en masa sobre piras...
reward_tree_novigrad_chest_2;Novigrado sigue siendo una ciudad libre, sí, pero ¿por cuánto tiempo? Los redanianos y nilfgaardianos observan a los puertos de la ciudad con ojos hambrientos. Ambos intentan ganarse el favor y la influencia de los líderes, el clero y la escoria de la ciudad. Pero para hacerse con su lealtad, deben pagar con creces.
reward_tree_novigrad_chest_3;Gente de todo el mundo llega a Novigrado con sueños de grandes riquezas, fama y una probada del verdadero lujo y poder. Para unos pocos con suerte, sus sueños se vuelven realidad... Para los demás, lo que les espera es una vida de rogar por monedas y suplicarles a los dioses por solo un poco más de fisstech.
reward_tree_novigrad_story_pt1;¡Ah, Novigrado! Treinta mil habitantes, ocho bancos, cuatro molinos de agua... Y cinco excepcionales y peligrosas pandillas.
reward_tree_novigrad_story_pt2;Cada habitante de Novigrado conoce los nombres de los líderes más poderosos del bajo mundo: Sacabuche, el Rey de los Mendigos, Gudrun Bjornsdottir, Hijo de perra junior y Cyrus Hemmelfart.
reward_tree_novigrad_story_pt3;Se diferencian entre sí en casi todos los aspectos: edad, raza, género, comportamiento. Aun así, todos tienen un rasgo que los une, un denominador común... su amor por el dinero.
reward_tree_novigrad_story_pt4;Por una bolsa llena de oro, harán lo que sea necesario: traicionar, destruir, matar. Y lo harán con una sonrisa en los labios.
reward_tree_novigrad_title;Ciudad libre de Novigrado
reward_tree_oak_story_chest_1;Según las leyendas, el roble más antiguo del mundo es el Gran Bleobheris. Germinó a partir de la bellota arrojada por las olas, mucho antes de que las razas humanoides se asentaran en el continente. El claro de Bleobheris es un lugar de frecuentes concentraciones, paradas para viajeros y reuniones de excursionistas. Los druidas que cuidan del árbol antiguo no tienen problemas de acoger a todos aquí, sin importar su condición, religión o raza. Fue bajo Bleobheris que el famoso bardo Jaskier cantaba sus baladas.\nDesgraciadamente, debido al fácil acceso al Gran Roble, y a pesar del respecto que generalmente inspira, algunos bromistas, con el paso de los años, han esculpido groserías en la corteza viva.
reward_tree_oak_story_chest_2;Uno de los viejos, pero menos famoso, robles es el Árbol de las buenas y malas nuevas, que crece en el cruce tras la aldea de Koprzywnica. La población de toda la zona, incluso de la lejana Spalla, utiliza sus enormes y más bien bajas ramas para colgar listones y tablones con distintos anuncios, como bosquejos de personas desaparecidas, cartas de amor, argumentos filosóficos y ofertas de masajes eróticos y servicios relacionados.
reward_tree_oak_story_pt_1;Los robles son árboles excepcionales. No solo los druidas, sino también el pueblo llano lo adora mucho, y los robledos se consideran sagrados por todo el continente. Quienquiera que provoque un incendio en uno de ellos sentirá la ira de humanos, no humanos y dioses por igual.
reward_tree_oak_story_pt_2;En Ard Skellig, la arboleda sagrada de Gedyneith no es solo lugar de adoración. Todas las ceremonias importantes se celebran aquí, incluidos casamientos, funerales y coronaciones. Y también... ejecuciones de los peores criminales y traidores.
reward_tree_oak_story_pt_3;En Toussaint, en el corazón del bosque de Myrkvid, hay un robledo. Es un santuario inviolable, según los pactos concluidos con los druidas por la duquesa Anna Henrietta. Cuando el apoyo a la regente no basta para disuadir a los intrusos, normalmente sí lo hacen los rumores locales, ya que se cuenta que a quienes entran en los robledos de los druidas los queman vivos dentro de la llameante Moza de Esparto.
reward_tree_oak_story_pt_4;El árbol de Eithné también es, por supuesto, un roble. O mejor dicho, tres robles fusionados, invariablemente verdes durante cientos de años, sin mostrar indicio alguno de marchitamiento. Si bien por dentro están... vacíos. Eso es porque esconden un hueco bastante grande en el que vive la reina de las dríadas.
reward_tree_oak_title;Año del Gran Roble
reward_tree_ofir_chest_1;La primera expedición desde Ofir fue dirigida por Dulla kh'Ahammani, o mejor dicho la primera documentada por historiadores. Hay pruebas, no obstante, en forma de armas ofir y decocciones, que sugieren que una expedición muy anterior tomó lugar desde la tierra más allá del mar hacia el continente. Además, el viaje de Dulla no sería tan famoso si no fuese por un detalle: el conocimiento y el comercio eran solo un pretexto del verdadero objetivo de los ofiris. Fue enviado por el poderoso rey Nibras para encontrar al hijo del monarca que había desaparecido durante sus viajes a los Reinos del Norte. Desgraciadamente, Dulla no tuvo éxito. El rey fue informado de la muerte de su hijo y Dulla se quedó estancado en el Molino de Arriba, esperando más órdenes. Cansado de los alrededores rurales, anhelaba regresar a su patria.
reward_tree_ofir_chest_2;Según una leyenda, la Madre Cuervo es la más vieja y más poderosa de las flamínicas. Dirige un clan de druidas misterioso en la gruta de Gedyneith. Nadie sabe, ni siquiera los druidas a quien dirige, si ella es solo una mera humana que habla cuervo o el espíritu de un cuervo encantado en un cuerpo humano. ¿O quizás fue una poderosa deidad cuervo una vez, expulsada por Freya y con el tiempo olvidada? Hay varias teorías, pero no hay duda de que los seguidores de la Madre Cuervo no tienen miedo de mirar dentro de la oscuridad o echar mano de las decocciones ofir más potentes, al contrario que los druidas más contenidos, y según ellos, más cobardes, de otros círculos.
reward_tree_ofir_chest_3;La familia Van Moorlehem es famosa por su atípica necesidad de mano de obra esclava. Aprentemente, sin ella, no podrían mantener ni su prestigio ni su vida extravagante. En el norte se dice que un aristócrata nilfgaardiano no moverá un dedo hasta que no se lo mueva un esclavo. En la superficie, los Van Moorlehem encajan perfectamente con la descripción. Pero solo en la superficie, porque es difícil encontrar a un criado en su palacio. Se podría decir que después de las fiestas ostentosas, organizadas regularmente y con gusto por Ophelie Van Moorlehem, la mujer de Vincent, dueña de su corazón y copropietaria de su fortuna, su residencia se queda prácticamente vacía. No obstante, si un esclavo aparece por los terrenos del palacio, el heredero de la dinastía, Philippe Van Moorlehem, los lleva a un viaje por el bosque del que nunca regresan. De ahí la alta demanda de la familia por "sangre fresca"... También les gustaría probar a los eslavos de Ofir, siempre que sangren tan deprisa como los demás.
reward_tree_ofir_story_pt1;Lo único que sabe un norteño típico sobre Ofir es lo que oye en chismes, o sea mucha palabrería y pocas verdades. Pero la mayoría de portadores de rumores coinciden en varias cuestiones.
reward_tree_ofir_story_pt2;Lo primero de todo es que Ofir está ubicado en alguna parte del fin del mundo, más allá de los mares. Lo segundo es que allá no hay animales normales. Los caballos son o blancos con franjas negras o malos y con joroba, mientras que las vacas tienen rabos que les crecen desde la cara en vez del trasero.
reward_tree_ofir_story_pt3;Sorprende, por tanto, que mercaderes ofir parezcan seres humanos normales: tienen una cabeza cada uno, tantas extremidades como deberían y los traseros en el lugar adecuado. Aun así, regatean como demonios y crean maravillas como ningún norteño puede.
reward_tree_ofir_story_pt4;En los ojos de los ofir, los habitantes de los reinos del norte son simples bárbaros. Incluso los célebremente progresistas nilfgaardianos les parecen una nación de retrógrados. Por desgracia, las emboscadas de los Scoia'tael y las numerosas dificultades que los mercaderes encuentran en sus viajes por el continente no hacen sino reforzar ese punto de vista.
reward_tree_ofir_title;Merchants of Ofir
reward_tree_scoiatael_chest_1;El símbolo que identifica a los Scoia'tael es la cola de una ardilla fijada a un cinturón o un gorro. Tal vez tenga algo que ver con su destreza y agilidad en el bosque. Si no es así, entonces su decisión de usar este roedor en particular es desconcertante. Además, en las regiones con la mayor presencia Scoia'tael, las ardillas están al borde de la extinción. Ah, la ironía...
reward_tree_scoiatael_chest_2;Los Scoia'tael no emplean la jerarquía rígida de los ejércitos tradicionales. Los partidarios se dividen en grupos llamados comandos, que suelen tener una docena de integrantes. El comandante de una unidad suele ser un guerrero que haya mostrado valentía excepcional... Además de crueldad extrema hacia los humanos.
reward_tree_scoiatael_chest_3;Cabe resaltar que no todos los no humanos apoyan a los Scoia'tael. Muchos ven a los partidarios como ingenuos rebeldes cortos de vista que suelen causar más daño del que evitan. Lo más interesante es que las más feroces críticas hacia las Ardillas provienen de Brouver Hoog... Típicamente ignorantes de los matices de los asuntos no humanos, la mayoría de humanos los mezclan en el mismo grupo.
reward_tree_scoiatael_story_pt1;No muchos habitantes del continente hablan la lengua elfa, el idioma de los elfos y los enanos. Claro, pero todos conocen la palabra «Scoia'tael» o Ardillas, guerreros que luchan por los derechos de los no humanos... Y no se acobardan ante la crueldad.
reward_tree_scoiatael_story_pt2;Obligados a vivir en guetos atestados, hostigados en cada esquina, los elfos y los enanos aguardaron el momento perfecto para atacar en los crueles reinos del norte. Ese momento llegó durante la guerra contra Nilfgaard. Mientras los imperiales cruzaban la frontera, los no humanos comenzaron a luchar desde adentro.
reward_tree_scoiatael_story_pt3;Como aliados devotos de Nilfgaard, ninguna misión era demasiado arriesgada para los Scoia'tael, ni ningún sacrificio demasiado grande. Pero cuando el imperio se dio cuenta de que había subestimado su propio poder y tuvieron que entablar conversaciones de paz con los reinos del norte, la nueva alianza comenzó a desarmarse...
reward_tree_scoiatael_story_pt4;Traicionados por Nilfgaard y despreciados por los reinos del norte, los Scoia'tael no podían lograr la victoria. Pero esto en ningún momento significó su rendición. Superados por el odio, siguieron luchando, no por la victoria, sino por la venganza.
reward_tree_scoiatael_title;Scoia'tael
reward_tree_scoiataelftux_title;Scoia'tael
reward_tree_sigi_chest_1;Sigismund Dijkstra era un hombre de un intelecto agudo y una gran ambición que ascendió desde lo más bajo hasta convertirse en el jefe de la inteligencia redaniana. Lastimosamente, la traición lo obligaría a retirarse del Consejo de Regencia y del reino. Sin embargo, este contratiempo solo sirvió para abrirle otra puerta a alguien tan listo y motivado como él. Al ver el gran potencial del mundo criminal de Novigrado, decidió ocultarse con el alias de Sigi Reuven y amasó rápidamente una gran influencia. Y fue él quien introdujo un código de conducta al bajo mundo de la ciudad libre, un arreglo que usaría para su beneficio siempre que se presentara la oportunidad.
reward_tree_sigi_title;Sigismund Dijkstra
reward_tree_skellige_chest_1;En el rico panteón de las islas de Skellige, el lugar más prominente lo ocupa Freya, la diosa del amor, la fertilidad, el hogar y la cosecha. Muchos la consideran la misma deidad que la amada Melitele, que es venerada en tierra firme. Aunque esto es mejor no repetirlo en las islas, pues los habitantes de Skellige considerarían esta comparación un sacrilegio. Freya también es la diosa patrona de los adivinos, videntes y telépatas, un hecho que queda demostrado por sus símbolos: un gato que ve y escucha lo que está oculto, un halcón que observa desde las alturas y Brisingamen, el profético collar de leyenda.
reward_tree_skellige_chest_2;Las islas de Skellige son hogar de siete clanes: Brokvar, Dimun, an Craite, Drummond, Tordarroch, Tuirseach y Heymaey. Los miembros de cada uno se consideran los más fuertes y valientes, y lucharían gustosamente contra cualquiera que se atreviera a cuestionar su poder. Sin embargo, los habitantes de Skellige reconocen la autoridad sobre las islas de un rey, elegido por voto popular. ¿Y quién puede ser considerado para este cargo? Todo el mundo, sin importar sexo, edad o linaje.
reward_tree_skellige_chest_3;Los habitantes de Skellige están más ligados a la naturaleza que el resto del continente. En ningún otro lugar los druidas comandan con tanto respeto como en Skellige. En ningún otro lugar los cazadores tratan a los animales con tanto respeto. En ningún otro ejército los rugidos del oso se escuchan con tanta ferocidad.
reward_tree_skellige_story_pt1;Un montón de rocas que sobresale del océano, con más ovejas que hombres. A primera vista, son solo un grupo de borrachos, pastores rebeldes y pescadores pendencieros. Una nación nunca había parecido tan fácil de conquistar. O eso pensaban muchos líderes del continente. Uno tras otro llegaron, rompiéndose dientes y huesos contra las escarpadas costas de las islas...
reward_tree_skellige_story_pt2;¿Pero cómo es que los habitantes de Skellige lograron repeler la armada de Nilfgaard y las incursiones desde Cidaris? Muchos atribuyen sus fracasos a las inclementes tormentas que azotan las naves contra las rocas. No muchas otras cosas hacen que los habitantes de Skellige suelten una carcajada como estas excusas.
reward_tree_skellige_story_pt3;Los habitantes de Skellige tienen una actitud particular. ¿No puedo nadar en una tormenta? Me meto en el lodo. ¿No puedo luchar en un risco? Juego en el campo.
reward_tree_skellige_story_pt4;En verdad, los habitantes de Skellige están hechos de un material diferente a sus contrapartes continentales. Son más fuertes, recios y más resistentes al dolor. Y más importante, en lugar de temerle a la muerte, esperan su gloriosa llegada.
reward_tree_skellige_title;Skellige
reward_tree_skelligeftux_title;Skellige
reward_tree_svalblod_chest_1;El corazón del culto Svalbold tenía raíces en Fornhala, un enclave situado sobre las montañas casi infranqueables de Ard Skellig. Después de que la adoración del ídolo cruel se prohibiera en las islas, las casas de las aldeas quedaron desiertas y sus templos abandonados. Sin embargo, aquellos que desde entonces han pisado las tierras de Fornhala, ya sean pastores dirigiendo ovejas descarriadas o aventureros en busca de un refugio de la ventisca, han jurado por los dioses sobre lo que vieron: sangre fresca resplandeciendo sobre altares a Svalblod y el rugido de osos resonando desde las cavernas más profundas.
reward_tree_svalblod_chest_2;Por desgracia, la verdad sobre la supervivencia del culto golpeó a los isleños de la forma más dura. Un banquete en Kaer Trolde organizado por el jarl Crack an Craite fue violentamente interrumpido por una masacre sangrienta. Normalmente, que un banquete acabe en una refriega no sería una gran sorpresa, quizá incluso sería la forma preferida de coronar la noche. Pero en este caso, varios de los invitados se transformaron en feroces bestias que evisceraron a inocentes. Por suerte, el destino salvó algunas vidas afortunadas al llevar a un brujo veterano al castillo ese mismo día.
reward_tree_svalblod_chest_3;La llegada de la maldición carmesí envalentonó a los fanáticos de Svalblod. Emergieron de sus escondites, adorando a su dios cruel con un fervor renovado. Muchos guerreros jóvenes con sueños de gloria y fuerza imparable sucumbieron a los susurros de los druidas depravados del culto y participaron en sus rituales prohibidos. Los jarl debatieron si llevar otra incursión a las montañas de Ard Skellig u olvidar los conflictos del pasado y usar a los seguidores del dios oso para defender a Skellige de sus enemigos.
reward_tree_svalblod_story_pt1;Skellige tiene una reputación especial en el continente por su crueldad. Cierto es que el pueblo de las islas se deleita con la batalla y la sangre derramada con honor. Pero como sucede con todo, algunos lo llevan al extremo y adoran a un ídolo que personifica el frenesí y la crueldad despiadada de la batalla. Su nombre es Svalblod.
reward_tree_svalblod_story_pt2;Svalblod es la encarnación del hombre y del oso de tal forma que da pesadillas hasta a los más curtidos de Skellige. Su cuerpo deformado es como un campo de batalla en sí mismo donde elementos contradictorios chocan sin parar, la verdadera personificación de lo grotesco.
reward_tree_svalblod_story_pt3;Sus acólitos tomaban decocciones alucinógenas antes de adentrarse en lo más profundo de las cuevas del corazón de Ard Skellig. Una vez ahí, los osos cavernarios los devoraban vivos. Entonces, como parásitos, los sectarios tomaban el control del cuerpo de las bestias.
reward_tree_svalblod_story_pt4;Al final, los jarl de las islas de Skellige decidieron poner fin a esta práctica. Aprehendieron a los seguidores de Svalblod, los amarraron a barcoluengos y los expulsaron a altamar sin una vela que los guiara. Este fue el golpe final para erradicar el culto de una vez por todas. Pero por desgracia... no es tan fácil matar a un dios.
reward_tree_svalblod_title;Svalblod
reward_tree_tb_story_pt1;Cuando Meve se fue a la cumbre de soberanos en Hagge, pidió a su ayudante de aposentos que preparara su regreso inminente. Pasó un año antes de que la reina durmiera de nuevo en su cama.
reward_tree_tb_story_pt2;Entretanto, Lyria y Rivia fueron conquistadas por Nilfgaard. Su toma solo provocó unas pocas frases manidas de las bocas de los emisarios imperiales que informaron al emperador. Después de todo, ¿qué eran esas tierras alejadas en el panorama global de las amplias ambiciones de Emhyr var Emreis?
reward_tree_tb_story_pt3;La reina Meve se negó a entregar las armas, aunque pocos creyeron que tenía posibilidades de retomar su patria natal. Pero como nos cuenta la historia, la gente del continente se sorprendería pronto. Nadie tanto como los nilfgaardianos.
reward_tree_tb_story_pt4;Meve recorrió un camino largo y arduo, a través de las ruinas llameantes de Aedirn, las nieves cortantes de Mahakam y los pantanos peligrosos de Angren. A su regreso a su hogar, prometió a los mismos dioses no plantar un pie fuera de su reino nunca más.
reward_tree_tb_title;Thronebreaker
reward_tree_tutorial_title;Tutorial
reward_tree_unseen_elder_chest_1;Pese a los siglos de reclusión en su guarida, el Anciano Oculto conoce bien la lengua común. Aunque las pocas almas aventureras que lo han conocido y sobrevivido advierten de su peligrosa impaciencia con las conversaciones. Solo una pregunta mal concebida, una mentira... y sus colmillos estarán sobre tu garganta. Todos quedan indefensos ante esta circunstancia, incluso aquellos con reflejos sobrehumanos como los brujos.
reward_tree_unseen_elder_chest_2;Los residentes de Toussaint juran por su honor que, en ocasiones, en noches calmadas y tranquilas, las aguas de Lac Célavy llevan consigo extraños y foráneos susurros que hacen que la piel se erice y el cabello se ponga de punta. Es el Anciano Oculto, hablándoles a sus hermanos y hermanas, aconsejándoles tener paciencia pues algún día las puertas entre los mundos volverá a abrirse y por fin podrán regresar a su hogar.
reward_tree_unseen_elder_chest_3;Los vampiros observan al Anciano Oculto con un respeto adulador. En su presencia, hacen reverencias y le conceden ofrendas. Cuando el Anciano Oculto hace alguna exigencia, servilmente cumplen sus deseos sin siquiera un atisbo de duda. ¿Acaso no deberíamos preocuparnos por lo que pasaría si el Anciano Oculto algún día emergiera de su guarida hacia el mundo, uniera un ejército de seguidores vampiros y declarara la guerra contra la raza humana? Creería que sí. Pero bien, un evento de este tipo es improbable que ocurra... ¿verdad?
reward_tree_unseen_elder_story_pt1;En las cavernas bajo Toussaint, un vampiro de eones de antigüedad aguarda pacientemente la próxima Conjunción de las Esferas. Sus hermanos lo llaman el Anciano Oculto, y los mortales... pues... No se puede nombrar lo que no se sabe que existe.
reward_tree_unseen_elder_story_pt2;El Anciano Oculto no busca poder, riqueza ni sangre. Su único deseo es regresar al mundo del que hace tanto fue exiliado. Durante siglos, ha observado la puerta entre los mundos que ahora permanece cerrada para él.
reward_tree_unseen_elder_story_pt3;Colgando en silencio desde el techo de la caverna, el Anciano Oculto yace completamente inmóvil, como si estuviera sumergido en un profundo sueño, tal como lo haría cualquier murciélago en inverno. Sin embargo, un peligro aterrador y veloz espera a cualquiera que se atreva a interrumpir su descanso o incluso a amenazar la puerta entre los mundos.
reward_tree_unseen_elder_story_pt4;Una palabra, eso es todo lo que el Anciano Oculto necesita para exigir la obediencia de cualquier vampiro. Y un movimiento es suficiente para partir a un enemigo en dos. Como regla general, las cuevas bajo Toussaint son un lugar que debes evitar.
reward_tree_unseen_elder_title;Anciano Oculto
reward_tree_usurper_chest_1;El Usurpador hizo todo lo que pudo para darle a su gobierno una apariencia de legitimidad y fortalecer su autoridad. En todas las ciudades importantes mandó levantar estatuas en su honor. Le pagó miles de florines a poetas para crear alabanzas a su magnificencia y les ordenó a los historiadores que desenterraran documentos que probaran que era el hijo ilegítimo del emperador Torres. Cualquiera lo suficientemente tonto como para mencionar los orígenes plebeyos del Usurpador corría el riesgo de perder su lengua a manos del monarca.
reward_tree_usurper_chest_2;La crueldad del Usurpador era legendaria. Instituyó un estricto régimen militar por todo el imperio, incluso la más mínima ofensa era castigada con azotes, y los crímenes más serios llevaban a la mutilación o incluso la muerte. El Usurpador esperaba que estos métodos trajeran orden a un imperio envuelto en el caos. Sin embargo, los resultados mostraron todo lo contrario.
reward_tree_usurper_chest_3;Luego de asegurar su poder gracias al asesinato, el Usurpador le dio gran valor a los espías y asesinos. Como resultado, durante su reinado, el aparato de inteligencia del imperio alcanzó nuevas alturas, y los alquimistas lograron crear venenos nuevos y alarmantemente efectivos. Emhyr var Emreis criticaba los métodos de su predecesor, llamándolos crueles e impropios de un gobernante... Aunque, por supuesto, él mismo los usó con frecuencia en ocasiones posteriores.
reward_tree_usurper_story_pt1;No se conoce mucho sobre el Usurpador, ni siquiera su nombre. Su asesino y sucesor, Emhyr var Emreis, se aseguró de eso.
reward_tree_usurper_story_pt2;El Usurpador fue el conspirador principal en el plan para asesinar a Fergus var Emreis... y para torturar vilmente a Emhyr, hijo y heredero del emperador.
reward_tree_usurper_story_pt3;A parte de eso, ¿qué más se conoce? Según se dice, era un hombre de campo, un campesino como cualquier otro que llegó a ser general gracias a su astucia y valor en batalla. Pero, como dice el dicho, entre más tienes, más deseas...
reward_tree_usurper_story_pt4;Los mercaderes y nombres decepcionados con el gobierno de Fergus veían con gran interés al célebre general y se peleaban por adularlo y garantizarle su apoyo... Sin embargo, al final, cuando perdió su corona, vio cómo todos le daban la espalda.
reward_tree_usurper_title;Usurpador
reward_tree_viper_2_chest;Cuando el maestro Ivar Ojo Malvado pidió a Kolgrim que buscara los diagramas del arma perdida que una vez pertenecieron a su orden, la mala suerte golpeó de nuevo. Aunque el brujo logró encontrar los diagramas legendarios, nunca regresó a su torreón.\nLa pequeña aldea de Huerto Blanco, acusaron a Kolgrim de secuestrar al hijo del abejero. El baronet local, tratando de apaciguar a la multitud furibunda, hizo llamar a un torturador cualificado. Se impartiría justicia a toda costa. Su justicia, por su puesto, así que en respuesta, Kolgrim invocó la ley común temeria, solicitando un juicio de dios. Sorprendentemente, el baronet accedió y ordenó al brujo depurar su cripta familiar de espectros.\nSegún las fuentes oficiales, Kolgrim pereció en el intento, mas los rumores eran otros. Algunos locales, furiosos por la decisión del señorito, supuestamente atacaron al brujo incluso antes de que entrara en la cripta. El abejero se había tomado su legítima venganza, cortando la cabeza del mutante con sus propias manos... Bueno, solo era un rumor. Pero una cosa quedó clara con el tiempo.\nFueron ahogados los que mataron al chico perdido. No Kolgrim.
reward_tree_viper_2_story_pt1;El hado parecía disfrutar torturando a Kolgrim. La fortuna solo le sonreía si venía acompañada de un golpe de muy mala suerte. Siempre fue así, incluso antes de que Kolgrim se hiciera brujo. Cuando aún era un mocoso joven e inofensivo…
reward_tree_viper_2_story_pt2;En la noche de Saovine el pequeño Kolgrim fue secuestrado por un mamune, que lo remplazó con su propia descendencia maldita. Por suerte, el monstruo fue muerto por un brujo esa misma noche. El salvador del niño, sintiendo pena por el niño, decidió acompañarlo de regreso a casa. Kolgrim sintió alivio de regresar al calor y seguridad de su madre, ignorando su inminente desgracia.
reward_tree_viper_2_story_pt3;La mujer recibió al brujo con odio en los ojos, sin creer una sola palabra que salía de su boca. Cegada por el desprecio, se negó a mirar dos veces a su propio hijo sollozando, por completo convencida de que el bebé de mamune era su hijo verdadero. Con un portazo en la cara, el brujo no tuvo más remedio que llevar a Kolgrim con él, derecho a la Escuela de la Víbora.
reward_tree_viper_2_story_pt4;Durante muchos años futuros, el destino se burló de Kolgrim en muchas ocasiones, tanto en su entrenamiento homicida como en viajes posteriores por el continente. El final de su vida fue de lo más irónico, puesto que él, que una vez fue robado y después rechazado por su madre, fue acusado de secuestrar a un niño.
reward_tree_viper_2_title;Kolgrim
reward_tree_viper_avatar_chest_1;Los brujos cuentan con muchas armas en su arsenal: espadas de plata y acero, cadenas, dagas y cuchillos arrojadizos. Las armas de dos manos no son muy comunes por una muy buena razón: su peso. Pero para Letho de Guleta esto nunca fue un impedimento, ya que blandía una espada de dos manos con la misma facilidad y velocidad que otros poseían solo con una daga o un estoque.
reward_tree_viper_avatar_chest_2;La relación entre Letho y Geralt de Rivia, otro brujo legendario, era más bien... complicada. En varias ocasiones, los brujos se habían salvado entre ellos y amenazado con quitarle la vida al otro. ¿Pero cómo terminó su extraña historia? Depende de a quién le preguntes. Algunos dicen que Geralt mató a Letho en las ruinas de Loc Muinne, mientras que otros afirman que ambos acordaron tomar caminos distintos e irse en paz. Sin embargo, la verdad sigue siendo un misterio...
reward_tree_viper_avatar_chest_3;Letho estaba muy al tanto de la impresión que dejaba sobre los demás. Nunca levantó su voz ni hizo amenazas, pues no era necesario. Sabía que su sola apariencia era suficiente para hacer que incluso los bandidos más violentos temblaran en el lugar. Letho también sabía que para otros no era más que un matón tonto. Pero, a pesar de poseer una inteligencia superior, nunca intentó corregir esta idea. Sabía que las personas podían ser descuidadas con sus lenguas si pensaban que hablaban con un tonto saco de papas.
reward_tree_viper_avatar_story_pt1;El entrenamiento de los brujos hace gran énfasis en la resistencia y la agilidad y no tanto en la mera fuerza. Después de todo, ¿de qué sirve una montaña de músculos contra los rápidos golpes de una lamia o estrige?
reward_tree_viper_avatar_story_pt2;Letho de Guleta fue un brujo de la Escuela de la Víbora, una asociación engañosa dada su estatura imponente. A pesar de ser grande como un demonio y fuerte como un toro, sus reflejos y agilidad eran comparables a los de otros brujos... Lo que lo convertía en un oponente extremadamente formidable.
reward_tree_viper_avatar_story_pt3;Su destreza en combate tendría un gran impacto sobre los habitantes del continente. Fue Letho quien se encargó de derrocar no solo a uno, sino a dos de los líderes del norte... Pero ¿qué pudo haberlo guiado fuera de su camino de cazador de monstruos para convertirlo en un asesino de reyes?
reward_tree_viper_avatar_story_pt4;Letho estaba decidido a volver a abrir la abandonada Escuela de la Víbora. Para alcanzar su objetivo, se preparó para entablar las alianzas necesarias, y eso incluía al imperio. Aunque al final, no obtuvo nada de su pacto con Emhyr var Emreis, y el destino volvió a demostrar que los brujos deberían alejarse de los asuntos políticos...
reward_tree_viper_avatar_title;Letho de Guleta
reward_tree_viper_border_chest_1;La Escuela de la Víbora ya no existe, aunque no se sabe con certeza cuál fue la causa de su desaparición. Lo más probable es que Emhyr var Emreis la cerrara cuando perdió todo valor para él. Conociendo al emperador y sus métodos preferidos, es probable que el cierre de la escuela implicó una sentencia de muerte para cada uno de sus miembros.
reward_tree_viper_border_chest_2;Hoy en día, las armas y armaduras de la Escuela de la Víbora son objetos de colección para los amantes de la vedyminaica, aquellos que se ocupan de la literatura e historia de los brujos. La poseedora de la mayor colección de estas reliquias fue la condesa Mignole de Oxenfurt. ¿Pero qué fue lo que despertó tal ávido interés por los cazadores de monstruos en una dama tan noble? Pues nadie más que ella conoce la respuesta.
reward_tree_viper_border_chest_3;Si bien a los brujos se les contrata para proteger a las personas de los monstruos, se les suele retribuir con nada más que recelo y, en ocasiones, hostilidad total. Kolgrim, un brujo de la Escuela de la Víbora, vivió esta desconfianza de primera mano. Mientras trabajaba en un contrato en Huerto Blanco, un niño local desapareció. Los aldeanos por unanimidad decidieron acusar al brujo de raptar al niño y acabaron con la vida del brujo de una manera horripilante, ignorando sus declaraciones de inocencia. Al poco tiempo, los mismos aldeanos se enteraron de que el niño había sido asesinado por un ahogado, pero ya era demasiado tarde para revertir la sentencia ya ejecutada.
reward_tree_viper_border_story_pt1;Se dice que los brujos toman las características de las criaturas que le dan el nombre a sus escuelas. Sin duda, esto era más que cierto para la Escuela de la Víbora. Pues eran ágiles, rápidos y solían usar venenos mortíferos.
reward_tree_viper_border_story_pt2;Al igual que con las demás escuelas de brujos, con la única excepción siendo Kaer Morhen de los Lobos, nadie conocía la ubicación de la Escuela de la Víbora. Solo había un detalle que era conocido por todos... Que se encontraba en algún lugar del sur del Yaruga. En Nilfgaard.
reward_tree_viper_border_story_pt3;Quizás es por eso que no sorprende que las Víboras estuvieran menos inclinadas a la neutralidad que los otros brujos. El imperio nunca reconocería esta postura. Solo ve un sirviente obediente... o un enemigo mortal.
reward_tree_viper_border_story_pt4;Por esta razón, pocos en el norte se sorprendieron al enterarse de que el asesino del rey Demavend III de Aedirn y del rey Foltest de Temeria usaba un medallón de víbora, y de que Nilfgaard se preparaba para la guerra.
reward_tree_viper_border_title;Temporada de la Víbora
reward_tree_voorhis_chest_1;La mayor pasión de Morvran Voorhis eran los caballos. Era capaz de diferenciar un poni de Kovir de un alazán de Zerrikania con tan solo el sonido de sus cascos. Se dice que podía domar y montar un caballo salvaje capturado esa misma mañana. ¿Y a qué le debía Voorhis su fascinación por estas bestias? Solía decir que prefería su compañía, pues le parecían mucho más honestos que los hombres...
